,static_text,log_level
12161,Added HBase Kerberos security token to credentials.,info
13753,*: sending * to * pid(s) *,info
10436,"Configured InfluxDBReporter with {host:*, port:*, db:*, and retentionPolicy:*}",info
10773,Error while notifying JobStatusListener,warn
2527,Successfully enabled peer *,info
10432,"Invalid protocol configuration:  |  Expected: TCP or UDP, defaulting to TCP.",warn
14261,The max bytes for all large requests are set to *,info
7435,unexpected invocation of #onSubmit() on *,warn
14461,Unable to start JettyAdminServer,warn
1710,"Can not complete this request in time, drop it: ",warn
3647,"After parsing the trailer, we expect the total footer to be * bytes, but we calculate it as being *",warn
15170,$$$Empty Message$$$,warn
5457,Parent znode exists: ,info
14758,Problem stopping AdminServer,warn
59,Nonce generator is being replaced by test code for ,warn
3308,Failed major compaction check on ,warn
2994, :  | Received a flush prepare marker with a larger seqId:  |  before clearing the previous one with seqId:  | . Ignoring,warn
14596,First is *,warn
5877,"All remote engines have ended test, starting RemoteTestStopper thread",info
10539,* was shutdown successfully.,info
12862,$$$Empty Message$$$,info
15207,exception caught during discovery,warn
12456,Found no committed offset for partition *,info
7245,$$$Empty Message$$$,info
10501,Escaped the file split [%s] due to mismatch of file schema to expected result schema,warn
15432,no master known for action [*] for shard entry [*],warn
5451,"On call to ZK.multi, received exception:  | . |   Attempting to run operations sequentially because |  runSequentialOnMultiFailure is:  | .",info
7142,authentication properties set,info
8336,An unhandled exception to occurred while processing pipeline [*],info
8627,"Some data streaming failed. Use nodetool to check bootstrap state and resume. For more, see `nodetool help bootstrap`. *",warn
8630,Can't join the ring because in write_survey mode and bootstrap hasn't completed,warn
8157,Picking random token for a single vnode.  You should probably add more vnodes and/or use the automatic token allocation mechanism.,warn
2431,server * is not up for a while; try a new one,warn
15987,ignoring dangled index [*] on node [*] due to an existing alias with the same name,warn
16213,error notifying global checkpoint listener of timeout,warn
12884,Usage: ConnectDistributed worker.properties,info
14514,"Highest txn zxid 0x* is not covering the snapshot digest zxid 0x*, which might lead to inconsistent state",warn
57,"hbase.status.published is true, but hbase.status.listener.class is not set - not listening status",warn
9868,Created Elasticsearch TransportClient with connected nodes *,info
10748,* (*) switched from * to *.,info
5864,Setting JMeter property: *=*,info
10633,Could not properly discard completed checkpoint *.,warn
2530,"* failed to call pre CP hook or the pre check is failed for peer *, mark the procedure as failure and give up",warn
12065,The state is cleared because of state ttl. This will result in incorrect result. You can increase the state ttl to avoid this.,warn
1953,"Skipping hole fix; left-side endKey is not less than right-side startKey; left=<*>, right=<*>",warn
6571,$$$Empty Message$$$,warn
16366,"[gc][*][*][*] duration [*], collections [*]/[*], total [*]/[*], memory [*]->[*]/[*], all_pools *",info
138,Failed to enable table ,info
1308,"Move servers and tables done. Severs: *, Tables: * => *",info
10100,WatermarkSyncCallback subtask: * is idle,info
14373,Ignoring acl * as it does not exist in the cache,info
10621,Failed to trigger checkpoint * for job *. (* consecutive failed attempts so far),warn
10204,Cannot find registered Kryo serializer class for class  |  in classpath; using a dummy Kryo serializer that should be replaced as soon as |  a new Kryo serializer for the class is present,warn
10941,Initializing job * (*).,info
3723,"NOTICE!! Update peerId failed, peerId=",warn
14239,Unexpected interruption,warn
9498,Lock acquired,info
12244,Could not properly shutdown cluster client.,info
9090,Encountered non-info status in logger setup; aborting stdout capture: ',warn
6368,"SaveService properties file version is now computed by a checksum,the property _file_version is not used anymore and can be removed.",info
2058, procedure request for: ,info
2888,* switch exceed throttle quota from * to *,info
12133,keytab path: *,info
12683,Failed to create channel due to ,warn
13432,Restoring state for global store *,info
14810,"Backward compatibility mode (36 bits), server id: *",info
6232,produce(): * samples produced in * on channel *,info
331,$$$Empty Message$$$,warn
6353,* does not appear to have a valid header. Using default configuration.,info
14579,"Closing connection to leader, exception during packet send",warn
7699,This PushBuilder does nothing. Please use one of the other implementations - Jetty9 or Tomcat8.5+,warn
4533,Region Directory  |  does not exist.  Likely due to concurrent split/compaction. Skipping.,warn
16038,failed to invoke after index created callback,warn
8889,Too many nodes are overloaded to save trace events,warn
9357,Truststore * locked,info
3597,Aborting all online FLUSH snapshot subprocedure task threads for ' | ' due to error,info
2615,Cleaning the expired MOB files of  |  in ,info
13169,Added alias '*' to plugin '*',info
7752,Set log level to DEBUG to display the stack trace.,warn
6752,$$$Empty Message$$$,info
10670,$$$Empty Message$$$,warn
17,No serialized RegionInfo in ,warn
15926,error while sending ping response,warn
10167,Minimal split size of  |  is larger than the block size of  | . Decreasing minimal split size to block size.,warn
1893,"Failed balance plan: *, just skip it",warn
1875,"Detected repair mode, skipping final initialization steps.",info
4527,Found corrupt mob file ,warn
10797,* tasks should be restarted to recover the failed task *. ,info
924,size= |  ( | ) |  time= |  %.3fM/sec,info
13891,ZooKeeper connection lost.  Trying to reconnect.,warn
13665,*: Will not run worker * as it has expired.,info
1940," disable replication peer, id=",info
13193,Herder stopping,info
11890,"Exception while restoring * from alternative (*/*), will retry while more alternatives are available.",warn
12187,The requested amount of memory for the TaskManagers ( | MB) is more than  | the largest possible YARN container: ,warn
16376,exception retrieving free physical memory,warn
3876,"Found [--distributed], will poll each RegionServer.",info
14741,Attempting to start ReadOnlyZooKeeperServer,info
1747,This server is configured to allow connections from INSECURE clients,warn
17118,[*] Error persisting autodetect results,warn
11080,Starting Metrics Registry,info
10546,Failed to serialize accumulators for task.,warn
16800,[*] data frame transform received abort request. Stopping indexer.,info
6667,Error running groovy script,warn
1438,Lock already queued : ,info
4624,Parse exception from wal *. Continuing,warn
10070,An exception was thrown while processing a record: *,warn
10578,Creating highly available BLOB storage directory at *,info
14360,Got user-level KeeperException when processing * aborting remaining multi ops. Error Path:* Error:*,info
13666,*: Worker * start() exception,info
4019,"can't write manifest without parent dir, maybe it has been deleted by master?",warn
7740,using encryption/decryption object *,info
10954,Restarting old job with JobMasterId *. The new JobMasterId is *.,info
6274,"Could not convert string using ' | ', using default encoding: ",warn
3642,Closed WAL: ,info
1347,Waiting on ,info
8567,Unable to start GCInspector (currently only supported on the Sun JVM),warn
2533,Successfully updated peer config of * to *,info
5590,Exception while validating XPath.,warn
11455,Exception while discarding local task state snapshot of checkpoint * in subtask (* - * - *).,warn
9675,Could not invoke @CompleterMethod on  | . ,warn
1379,"RegionServer rmiRegistryPort: | ,RegionServer rmiConnectorPort:",info
11025,Connection to ZooKeeper suspended. Can no longer retrieve the leader from ZooKeeper.,warn
16034,exception while closing channels,warn
4743,Killing pid  |  ( | ),info
15071,Got successful response [*] from URL [*],info
2709,Procedure  |  has been resubmitted by another thread. Rejecting this request.,warn
1653,"Cached block contents differ by nextBlockOnDiskSize, the existing block has nextBlockOnDiskSize set, Keeping cached block.",warn
864,"We are restarting the first next() invocation, if your mapper has restarted a few other times like this then you should consider killing this job and investigate why it's taking so long.",warn
3728,"* No replication sinks found, returning without replicating. The source should retry with the same set of edits.",warn
1939," enable replication peer, id=",info
3548,totalCompactingKVs=* less than currentCompactedKVs=*,warn
1455,worker  |  acquired task ,info
1777,Set hbase.ipc.server.callqueue.handler.factor 1.0f,warn
13372,Input record * will be dropped because it has an invalid (negative) timestamp.,warn
11304,Closing the SlotManager.,info
17554,The '*' realm is not available under the current licensepki,info
4335,== [ | ] Attempting fix splits in overlap state.,info
1654,Caching an already cached block: *. This is harmless and can happen in rare cases (see HBASE-8547),warn
