static_text,log_level,project
Could not initialize SIGAR library * ,info,cassandra
Could not initialize SIGAR library * ,info,cassandra
Could not determine if max processes was acceptable. Error message: *,warn,cassandra
Could not determine if max open file handle limit is correctly configured. Error message: *,warn,cassandra
Could not determine if VirtualMemoryMax was acceptable. Error message: *,warn,cassandra
Could not determine if swap configuration is acceptable. Error message: *,warn,cassandra
"Cassandra server running in degraded mode. Is swap disabled? : *,  Address space adequate? : *,  nofile limit adequate? : *, nproc limit adequate? : * ",warn,cassandra
Checked OS settings and found them configured for optimal performance.,info,cassandra
"Sigar could not be initialized, test for checking degraded mode omitted.",info,cassandra
Trying to log the heap histogram using jcmd,info,cassandra
The process ID could not be retrieved. Skipping heap histogram generation.,error,cassandra
The heap histogram could not be generated due to the following error: ,error,cassandra
$$$Empty Message$$$,info,cassandra
OutOfMemory error letting the JVM handle the error:,error,cassandra
Exiting due to error while processing commit log during initialization.,error,cassandra
$$$Empty Message$$$,error,cassandra
JVM state determined to be unstable.  Exiting forcefully due to:,error,cassandra
Failure to offer sample,trace,cassandra
BAD RELEASE: attempted to release a reference (*) that has already been released,error,cassandra
LEAK DETECTED: a reference (*) to * was not released before the reference was garbage collected,error,cassandra
Error when closing *,error,cassandra
Allocate trace *: *,error,cassandra
Deallocate trace *: *,error,cassandra
Strong reference leak candidates detected: *,warn,cassandra
You are using Cassandra with an unsupported deployment. The intended logging implementation library logback is not used by slf4j. Detected slf4j logger factory: *. You will not be able to dynamically manage log levels via JMX and may have performance or other issues.,warn,cassandra
"The log level was not changed, because you are using an unsupported slf4j logging implementation for which this functionality was not implemented.",warn,cassandra
"An empty map of logger names and their logging levels was returned, because you are using an unsupported slf4j logging implementation for which this functionality was not implemented.",warn,cassandra
set log level to * for classes under '*' (if the level doesn't look like '*' then the logger couldn't parse '*'),info,cassandra
* regions now allocated in *,trace,cassandra
Requested buffer size * has been allocated directly due to lack of capacity,trace,cassandra
"Requested buffer size * is bigger than *, allocating directly",trace,cassandra
"Maximum memory usage reached (*), cannot allocate chunk of *1048576",info,cassandra
"Buffer pool failed to allocate chunk of *, current size * (*). Attempting to continue; buffers will be allocated in on-heap memory which can degrade performance. Make sure direct memory size (-XX:MaxDirectMemorySize) is large enough to accommodate off-heap memtables and caches.1048576",error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Exception writing to internal frame buffer,error,cassandra
Test failed. *,info,cassandra
Re-running * times to verify it isn't failing more often than it should.,info,cassandra
"Test failed again, total num failures: *",debug,cassandra
Test failed in * of the * reruns.,error,cassandra
All reruns succeeded. Failure treated as flake.,info,cassandra
Encountered non-info status in logger setup; aborting stdout capture: ',warn,cassandra
$$$Empty Message$$$,error,cassandra
$$$Empty Message$$$,info,cassandra
Removed index entry for stale value *,debug,cassandra
Inserted entry into index for value *,debug,cassandra
Removed index entry for value *,debug,cassandra
"No SSTable data for *.* to build index * from, marking empty index as built",info,cassandra
Submitting index build of * for data in *,info,cassandra
Index build of * complete,info,cassandra
Received matching message: *,trace,cassandra
Responding to intercepted message: *,trace,cassandra
Error publishing StatisticsMXBean,warn,karaf
Client  |  request received on ,info,karaf
Datasource * ,debug,karaf
Error creating table ,error,karaf
Tables does not exist,info,karaf
Schema and tables has been created,info,karaf
Can't create tables,error,karaf
Tables already exist,info,karaf
Can't verify tables existence,error,karaf
Can't retreive the bookings,error,karaf
Error getting connection ,error,karaf
Can't find booking with id *,error,karaf
Error getting connection ,error,karaf
Booking created with id = *,debug,karaf
Can't insert booking with customer *,error,karaf
Error getting connection ,error,karaf
Service deleted with id = *,debug,karaf
Can't delete service with id *,error,karaf
Error getting connection ,error,karaf
Using repositories:,info,karaf
   ,info,karaf
Creating work directory: ,info,karaf
Loading direct KAR and features XML dependencies,info,karaf
   Standard startup Karaf KAR found: ,info,karaf
   Custom startup KAR found: ,info,karaf
   Standard startup KAR implied from framework ( | ): ,info,karaf
   Feature  |  will be added as a startup feature,info,karaf
